MLSNumber,Category,Status,DOM,CDOM,ListDate,Agreement of Sale/Signed Lease Date,OffMarketDate,SettledDate,OriginalPrice,List Price,SoldPrice,StreetNumber,StreetDirection,StreetName,UnitNumber,City,State,Zip Code,County,Subdivision,ListAgentName,ListAgentCode,ListOfficeName,ListOfficeCode,ListOfficePhone,SellingAgent,SellingAgentCode,SellingOfficeName,SellingOfficeCode,SellingOfficePhone,FinalFinancing,FinalShortSale,FinalThirdPartyApproval,FinalBankOwned,TaxAnnualTotal,TaxYear,AcresTotal,LandUseCode,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,One-TimeAssociationFee,AssociationFee,AssociationFeeFrequency,YearBuilt,Age,InteriorSqFt,PropertyCondition,Bedrooms,BathsFull,BathsHalf,Design,Style,NumberofStories,FloorNumber,Basement YN,GarageSpaces,Fireplace YN,Laundry,Other Rooms,RoomCount,Central Air YN,Waterfront YN,New Construction YN,AdditionalBankOwned,OriginatingMLS,AboveGradeSqFt,BelowGradeSqFt,HomeBuilt,BasementFootprintPct,BasementFinishedPct 
MDHR245220,RES,Closed,2,2,4/4/20,4/5/20 0:00,5/11/20,5/8/20,"$205,000 ","$205,000 ","$215,000 ",4719,,Coralberry,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Stephanie D Dougherty,3108822,Keller Williams Legacy,KWR25,(443) 660-9229,Carol Parker-Hines,3219679,United Real Estate Executive,UNIRE1,(833) 999-8733,FHA,StandardSale,StandardSale,StandardSale,1989,2019,0.07,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2006,19,1500,,3,3,1,Two,Traditional,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,StandardSale,BRIGHT,1200,300,,,
MDHR245192,RES,Closed,37,37,3/31/20,5/2/20 0:00,9/4/20,5/28/20,"$285,990 ","$285,290 ","$285,290 ",1244,,Fenwick,,Aberdeen,MD,21001,HARFORDMD,BEECH CREEK,Louis Chirgott,3009079,Keller Williams Legacy Central,KWLC2,(410) 472-5456,Margaret M Smith,69431,Berkshire Hathaway HomeServices PenFed Realty,PFED11,(410) 515-5300,FHA,StandardSale,StandardSale,StandardSale,413,2019,0.05,110,FeeSimple,No,No,Yes,Monthly,70,Monthly,2020,5,0,VeryGood,3,2,2,Three,Traditional,"Lower1,Main,Upper1",,Yes,1,No,,,,Yes,No,Yes,StandardSale,BRIGHT,0,0,VeryGood,,
MDHR245180,RES,Closed,3,3,4/1/20,4/3/20 0:00,6/1/20,6/1/20,"$240,000 ","$240,000 ","$245,000 ",309,,Irish,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Adam Taylor,3027093,"EXP Realty, LLC",EXXP1,(888) 860-7369,Kimberly A Taylor,119303,"American Premier Realty, LLC",KWAM1,(443) 512-0090,Conventional,StandardSale,StandardSale,StandardSale,1871,2019,0.7,110,FeeSimple,No,No,No,,,,1900,125,1768,VeryGood,3,1,1,Two,Victorian,"Main,Upper1",,No,2,Yes,"DryerInUnit,MainFlrLndry,WasherInUnit",,9,Yes,No,No,StandardSale,BRIGHT,1768,0,VeryGood,,
MDHR245154,RES,Closed,5,5,3/28/20,4/1/20 0:00,6/29/20,6/29/20,"$289,000 ","$289,000 ","$287,000 ",538,,Berrycrest,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Julie A King-Schulz,47040,RE/MAX Components,REGR3,(410) 893-1199,Kristin E DeCapite,3096462,"Long & Foster Real Estate, Inc.",LNG61,(410) 879-8080,VA,StandardSale,StandardSale,StandardSale,2619,2019,0.06,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2006,19,1922,VeryGood,3,2,1,Three,Villa,"Lower1,Main,Upper1",,Yes,2,Yes,UpprFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,1922,0,VeryGood,100,75
MDHR245150,RES,Closed,62,62,4/4/20,6/4/20 0:00,7/13/20,7/13/20,"$264,900 ","$254,900 ","$254,900 ",471,,Roberts,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Jim C Piccione,66074,Coldwell Banker Realty,CBRB42,(410) 515-2000,Elizabeth Haywood,3250388,"American Premier Realty, LLC",KWAM1,(443) 512-0090,FHA,StandardSale,StandardSale,StandardSale,2498,2019,0.24,110,FeeSimple,No,No,No,,,,1955,70,1618,,3,2,,Three,SplitLevel,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,StandardSale,BRIGHT,1618,0,,,
MDHR245054,RES,Closed,3,3,3/26/20,3/28/20 0:00,5/15/20,5/15/20,"$165,000 ","$165,000 ","$165,000 ",216,,Graceford,,Aberdeen,MD,21001,HARFORDMD,PARADISE MANOR,Ronald L Sullivan,113785,Coldwell Banker Realty,CBRB42,(410) 515-2000,Donald Richard Wilson,68105,Town & Country Real Estate,TWNC1,(443) 962-5665,FHA,StandardSale,StandardSale,StandardSale,2990,2019,0.25,110,FeeSimple,No,No,No,,,,1961,64,1700,,3,1,1,Two,Rancher,"Lower1,Main",,Yes,1,Yes,LowFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,1300,400,,,
MDHR245048,RES,Closed,3,3,3/25/20,3/27/20 0:00,5/5/20,5/4/20,"$329,900 ","$329,900 ","$329,900 ",755,,Cronin,,Aberdeen,MD,21001,HARFORDMD,MAXA WOODS,sarah cruikshank,3298706,"Streett Hopkins Real Estate, LLC",HHC1,(410) 879-7466,Melissa M Wright,3109003,Keller Williams Gateway LLC,KWGW1,(443) 318-8800,Conventional,StandardSale,StandardSale,StandardSale,3862,2019,0.45,110,FeeSimple,No,No,No,,,,1989,36,2340,VeryGood,4,2,,Two,CapeCod,"Lower1,Main,Upper1",,Yes,1,No,BsmtLaundry,,,Yes,No,No,StandardSale,BRIGHT,2016,324,VeryGood,,50
MDHR245028,RES,Closed,34,34,3/28/20,4/29/20 0:00,6/19/20,6/19/20,"$162,500 ","$162,500 ","$162,500 ",289,,Center Deen,,Aberdeen,MD,21001,HARFORDMD,NORTH DEEN,Judy L Clark,22083,Cummings & Co Realtors,CCRL8,(410) 823-0033,John M Liberto,3097818,Cummings & Co. Realtors,CCRL1,(410) 823-0033,FHA,StandardSale,StandardSale,StandardSale,1760,2019,0.06,110,FeeSimple,No,No,Yes,Monthly,20,Monthly,2005,20,1120,,3,1,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,StandardSale,BRIGHT,1120,0,,,
MDHR244882,RES,Closed,6,6,3/24/20,3/29/20 0:00,5/30/20,5/29/20,"$174,900 ","$174,900 ","$165,000 ",46,,Smith,,Aberdeen,MD,21001,HARFORDMD,DOL RAY,Wendy J Downs,62544,CENTURY 21 The Real Estate Centre,CREC4,(410) 272-4800,Mark M Novak,73433,Cummings & Co Realtors,CCRL8,(410) 823-0033,FHA,StandardSale,StandardSale,StandardSale,1685,2019,0.21,110,FeeSimple,No,No,No,,,,1956,69,864,,3,1,0,One,Rancher,Main,,No,,,,,6,Yes,No,No,StandardSale,BRIGHT,864,0,,,
MDHR244988,RES,Closed,8,8,3/23/20,3/30/20 0:00,5/11/20,5/11/20,"$214,999 ","$220,000 ","$220,000 ",314,,Fords,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,Mark T Lyons,3068824,CENTURY 21 The Real Estate Centre,CREC4,(410) 272-4800,Melissa Johnson,3281964,"American Premier Realty, LLC",KWAM1,(443) 512-0090,FHA,StandardSale,StandardSale,StandardSale,2145,2019,0.9,110,FeeSimple,No,No,No,,,,1940,85,1680,,2,1,,Three,CapeCod,"Lower1,Main,Upper1",,Yes,1,,,,,Yes,No,No,StandardSale,BRIGHT,1260,420,,,
MDHR244942,RES,Closed,34,34,3/23/20,4/24/20 0:00,8/3/20,7/31/20,"$250,000 ","$230,000 ","$230,000 ",1425,,Old Stepney,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,Edward L. Garono,28597,RE/MAX American Dream,RMAD2,(410) 638-0200,Theresa L Reilly,3008160,Cummings & Co Realtors,CCRL8,(410) 823-0033,FHA,StandardSale,StandardSale,StandardSale,2028,2019,0.63,110,FeeSimple,No,No,No,,,,1963,62,1580,"VeryGood,Good",4,2,,Two,SplitFoyer,Main,,Yes,1,No,"BsmtLaundry,DryerInUnit,HasLaundry,LowFlrLndry,WasherInUnit",,,Yes,No,No,StandardSale,BRIGHT,980,600,"VeryGood,Good",98,75
MDHR244934,RES,Closed,169,169,3/30/20,2/26/21 0:00,3/31/21,3/31/21,"$269,900 ","$279,900 ","$275,000 ",3613,,Hays,,Aberdeen,MD,21001,HARFORDMD,ROYAL EXCHANGE,Claudia P Sconion,28998,"Weichert, Realtors - Diana Realty",WEID1,(410) 893-1200,Joan M Marr,26471,RE/MAX Components,REGR2,(410) 561-3017,FHA,StandardSale,StandardSale,StandardSale,2436,2019,0.55,110,FeeSimple,No,No,No,,,,1973,52,1566,VeryGood,4,2,1,Two,RaisedRanch,"Lower1,Main",,Yes,1,No,LowFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,1216,350,VeryGood,,
MDHR244902,RES,Closed,3,3,3/20/20,3/23/20 0:00,4/23/20,4/23/20,"$219,926 ","$219,926 ","$215,500 ",4921,,Bristle Cone,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Gregory Vurganov,87327,"EXIT Preferred Realty, LLC",EPRL1,(410) 670-9100,ROBYN ESTWICK,3113107,ExecuHome Realty,EXER5,(410) 654-0202,FHA,StandardSale,StandardSale,StandardSale,1898,2019,0.04,110,FeeSimple,No,No,Yes,Quarterly,156,Quarterly,2003,22,1320,,3,1,1,Three,Traditional,"Lower1,Main,Upper1",,Yes,,No,,,,Yes,No,No,StandardSale,BRIGHT,1320,0,,,
MDHR244860,RES,Closed,10,10,4/2/20,6/14/20 0:00,8/14/20,8/14/20,"$474,900 ","$474,900 ","$474,900 ",1437,,Viridian,,Aberdeen,MD,21001,HARFORDMD,BEECHTREE ESTATES,Luke Golueke,3297194,Boyle & Kahoe Real Estate,FVRI2,(410) 449-1301,Kristina Johnson,3022164,Cummings & Co. Realtors,CCRL11,(410) 823-0033,Conventional,StandardSale,StandardSale,StandardSale,4964,2020,0.26,110,FeeSimple,No,No,Yes,Monthly,72.8,Monthly,2014,11,4303,Good,5,3,1,Two,Colonial,"Lower1,Main,Upper1",1,Yes,,Yes,,,,No,No,No,StandardSale,BRIGHT,3188,1115,Good,,
MDHR244842,RES,Closed,3,3,3/21/20,3/22/20 0:00,5/12/20,5/12/20,"$190,000 ","$195,000 ","$195,000 ",350,,Carter,,Aberdeen,MD,21001,HARFORDMD,WYN MAR,Dawn V Stewart,92541,Berkshire Hathaway HomeServices PenFed Realty,PFED11,(410) 515-5300,Stephanie L Dieren,74285,Coldwell Banker Residential Brokerage,CBRB42,(410) 515-2000,FHA,StandardSale,StandardSale,StandardSale,2405,2020,0.26,110,FeeSimple,No,No,No,,,,1950,75,1188,VeryGood,2,1,1,ThreeOrMore,CapeCod,"Lower1,Main,Upper1",,Yes,1,Yes,,,,Yes,No,No,StandardSale,BRIGHT,1188,0,VeryGood,,
MDHR244782,RES,Closed,71,71,3/17/20,5/15/20 0:00,6/29/20,6/25/20,"$285,990 ","$285,990 ","$287,440 ",1236,,Fenwick,,Aberdeen,MD,21001,HARFORDMD,BEECH CREEK,Michael D Klijanowicz,124810,Cummings & Co. Realtors,CCRL6,(410) 823-0033,Jarrod C Christou,82326,RE/MAX Sails Inc.,SAIL2,(410) 814-2400,Conventional,StandardSale,StandardSale,StandardSale,415,2019,0.08,,FeeSimple,No,No,Yes,Monthly,70,Monthly,2020,5,1700,VeryGood,3,2,2,Three,Traditional,"Main,Upper1,Upper2",,Yes,1,,,,,Yes,No,Yes,StandardSale,BRIGHT,1700,0,VeryGood,,
MDHR244766,RES,Closed,82,82,3/17/20,7/22/20 0:00,1/16/21,1/15/21,"$210,000 ","$225,000 ","$210,000 ",927,,Walker,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Kimberly J Rice,3048668,JS Realty LLC,LATTM1,(410) 963-2751,Kimberly J Rice,3048668,JS Realty LLC,LATTM1,(410) 963-2751,FHA,ShortSale,ShortSale,ShortSale,3487,2020,0.18,110,FeeSimple,No,No,No,,,,1984,41,2400,,4,3,0,Three,"Contemporary,SplitLevel","Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,ShortSale,BRIGHT,2400,0,,,
MDHR244722,RES,Closed,1,1,3/16/20,3/16/20 0:00,8/6/20,7/31/20,"$451,878 ","$457,628 ","$457,628 ",718,,Fitri,,Aberdeen,MD,21001,HARFORDMD,EAGLES REST,Lee R. Tessier,132177,Tessier Real Estate,TESSR1,(410) 638-9555,Pamela V Wilks,76121,ExecuHome Realty,EXER5,(410) 654-0202,"Conventional,FHA",StandardSale,StandardSale,StandardSale,792,2020,0.28,110,FeeSimple,No,No,No,,,,2019,6,0,,5,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,Yes,StandardSale,BRIGHT,0,0,,,
MDHR244692,RES,Closed,1,1,3/16/20,3/16/20 0:00,8/6/20,7/21/20,"$394,635 ","$394,635 ","$394,635 ",3616,,Sweet Allie,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Lee R. Tessier,132177,Tessier Real Estate,TESSR1,(410) 638-9555,Nicole Gentry,3249381,"Long & Foster Real Estate, Inc.",LNG61,(410) 879-8080,Conventional,StandardSale,StandardSale,StandardSale,795,2020,0.33,110,FeeSimple,No,No,No,,,,2020,5,0,,3,2,0,Two,Rancher,Main,,Yes,2,Yes,,,,Yes,No,Yes,StandardSale,BRIGHT,0,0,,,
MDHR244676,RES,Closed,31,31,3/15/20,9/20/20 0:00,11/14/20,11/4/20,"$299,999 ","$299,999 ","$299,900 ",526,,Plume,,Aberdeen,MD,21001,HARFORDMD,BEECHTREE ESTATES,Jessica S Alperstein,3012351,Yaffe Real Estate,YAFF1,(410) 902-1100,Gwendalynne G Corkran,65197,Coldwell Banker Realty,CBRB42,(410) 515-2000,Conventional,StandardSale,StandardSale,StandardSale,3189,2020,0.07,,FeeSimple,No,No,Yes,Monthly,72.8,Monthly,2011,14,3326,VeryGood,4,2,1,Three,Contemporary,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,StandardSale,BRIGHT,1920,1406,VeryGood,,
MDHR244634,RES,Closed,10,10,3/13/20,4/5/20 0:00,4/24/20,4/23/20,"$80,000 ","$80,000 ","$80,000 ",4,,Chesapeake,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Patricia J Patton,19003,CENTURY 21 The Real Estate Centre,CREC4,(410) 272-4800,Marge A. McCreesh,26978,RE/MAX Components,REGR3,(410) 893-1199,Cash,StandardSale,StandardSale,StandardSale,952,2020,0.1,110,FeeSimple,No,No,No,,,,1941,84,672,VeryGood,2,1,,One,Rancher,Main,,No,,,,,,Yes,No,No,StandardSale,BRIGHT,672,0,VeryGood,,
MDHR244630,RES,Closed,29,29,3/13/20,4/10/20 0:00,6/2/20,5/29/20,"$194,900 ","$194,900 ","$192,500 ",615,,Possum Trot,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Kimberly J Novak,82781,Star Realty Inc.,STARR1,(410) 702-4442,Todd C Getz,67495,"Signature Realty Group,LLC",RMAX42,(443) 503-8606,Conventional,BankOwnedREO,BankOwnedREO,BankOwnedREO,2199,2020,0.08,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2007,18,1720,VeryGood,2,2,1,Three,Colonial,"Main,Upper1",,Yes,,No,,,,Yes,No,No,BankOwnedREO,BRIGHT,1320,400,VeryGood,,
MDHR244202,RES,Closed,9,9,3/31/20,3/31/20 0:00,3/17/21,3/12/21,"$199,333 ","$209,333 ","$207,000 ",4747,,Coralberry,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,Steve R Kuzma,23797,"Weichert, Realtors - Diana Realty",WEID1,(410) 893-1200,Michelle Lafalaise,3296635,Berkshire Hathaway HomeServices Homesale Realty,HOMESALE039,(410) 697-8100,FHA,StandardSale,StandardSale,StandardSale,2033,2021,,,Other,No,No,Yes,Monthly,80,Monthly,2006,19,1600,VeryGood,3,2,2,Three,Colonial,"Lower1,Main,Upper1",,Yes,,Yes,"BsmtLaundry,DryerInUnit,HasLaundry,LowFlrLndry,WasherInUnit",,,Yes,No,No,StandardSale,BRIGHT,1200,400,VeryGood,,
MDHR244508,RES,Closed,4,4,3/12/20,3/15/20 0:00,4/20/20,4/17/20,"$259,900 ","$259,900 ","$259,900 ",511,,Twinleaf,,Aberdeen,MD,21001,HARFORDMD,HOLLYWOODS POINT,Gregory Vurganov,87327,EXIT Preferred Realty LLC,EPRL1,(410) 670-9100,Lindsey M Baugher,149756,RE/MAX First Choice,RXFC1,(410) 391-6900,Conventional,StandardSale,StandardSale,StandardSale,2487,2020,0.05,,FeeSimple,No,No,Yes,Monthly,80,Monthly,2006,19,1536,VeryGood,3,2,2,ThreeOrMore,Colonial,"Lower1,Main,Upper1",,Yes,1,No,,,,Yes,No,No,StandardSale,BRIGHT,1536,,VeryGood,,
MDHR244348,RES,Closed,7,7,3/6/20,3/12/20 0:00,5/1/20,4/30/20,"$269,900 ","$275,000 ","$275,000 ",885,,Avon,,Aberdeen,MD,21001,HARFORDMD,OXFORD ACRES,Joan M Marr,26471,RE/MAX Components,REGR2,(410) 561-3017,Amy Shertzer,3097989,"American Premier Realty, LLC",KWAM1,(443) 512-0090,VA,StandardSale,StandardSale,StandardSale,3099,2020,0.19,110,FeeSimple,No,No,No,,,,1986,39,1890,,4,2,,Two,SplitFoyer,"Lower1,Main",,Yes,,No,LowFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,1080,810,,,
MDHR244060,RES,Closed,7,7,3/6/20,3/12/20 0:00,4/14/20,4/13/20,"$319,900 ","$319,900 ","$315,000 ",651,,English Ivy,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Rebecca L. Conway,96748,National Realty,NATI1,(410) 653-7653,Lorraine C Milliner,3099480,United Real Estate Executive,UNIRE1,(833) 999-8733,Cash,StandardSale,StandardSale,StandardSale,3276,2020,0.11,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2014,11,2785,VeryGood,3,2,2,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,No,UpprFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,2160,625,VeryGood,,
MDHR244290,RES,Closed,3,3,3/13/20,3/15/20 0:00,4/17/20,4/17/20,"$150,000 ","$150,000 ","$157,750 ",646,,Market,,Aberdeen,MD,21001,HARFORDMD,KROUSELAND,Adam Taylor,3027093,"EXP Realty, LLC",EXXP1,(888) 860-7369,Denise Lesniewski,3055656,Cummings & Co. Realtors,CCRL6,(410) 823-0033,FHA,StandardSale,StandardSale,StandardSale,1971,2020,0.18,110,FeeSimple,No,No,No,,,,1950,75,768,VeryGood,2,1,,One,"Cottage,Rancher",Main,,No,2,No,MainFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,768,0,VeryGood,,
MDHR244236,RES,Closed,51,51,3/5/20,4/24/20 0:00,6/5/20,5/29/20,"$280,000 ","$280,000 ","$280,000 ",1963,,Mitchell,,Aberdeen,MD,21001,HARFORDMD,FOREST GREENS,Christopher J Cooke,107449,RE/MAX Sails Inc.,SAIL2,(410) 814-2400,Laura Hinkel,110094,Keller Williams Metropolitan,KWR20,(410) 342-4444,Conventional,BankOwnedREO,BankOwnedREO,BankOwnedREO,2560,2020,0.22,110,FeeSimple,No,No,No,,,,2003,22,2010,,4,3,,Two,SplitFoyer,"Lower1,Main",,Yes,1,,BsmtLaundry,,,Yes,No,No,BankOwnedREO,BRIGHT,1350,660,,,
MDHR244254,RES,Closed,5,5,3/5/20,3/7/20 0:00,5/22/20,5/4/20,"$299,999 ","$299,999 ","$298,320 ",526,,Calvert,,Aberdeen,MD,21001,HARFORDMD,BEECH CREEK,Michael D Klijanowicz,124810,Cummings & Co. Realtors,CCRL6,(410) 823-0033,Stephanie L Dieren,74285,Coldwell Banker Residential Brokerage,CBRB42,(410) 515-2000,Conventional,StandardSale,StandardSale,StandardSale,415,2020,0.08,110,FeeSimple,No,No,Yes,Monthly,70,Monthly,2020,5,1700,VeryGood,3,2,2,ThreeOrMore,Traditional,"Main,Upper1,Upper2",,Yes,1,,,,,Yes,No,No,StandardSale,BRIGHT,1700,0,VeryGood,,
MDHR244172,RES,Closed,55,55,3/5/20,4/28/20 0:00,6/15/20,6/12/20,"$500,000 ","$500,000 ","$500,000 ",308,,Marina,,Aberdeen,MD,21001,HARFORDMD,GABLERS SHORE,Lee R. Tessier,132177,Tessier Real Estate,TESSR1,(410) 638-9555,Craig Damon Strobel,3224218,"EXIT Preferred Realty, LLC",EPRL1,(410) 670-9100,VA,StandardSale,StandardSale,StandardSale,4844,2020,0.14,,FeeSimple,No,No,Yes,Monthly,125,Monthly,2008,17,3310,VeryGood,4,3,1,Three,Colonial,"Main,Upper1,Upper2",,No,2,Yes,UpprFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,3310,0,VeryGood,,
MDHR244212,RES,Closed,15,15,3/4/20,3/18/20 0:00,6/24/20,6/24/20,"$135,000 ","$135,000 ","$137,500 ",208,,Darlington,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Lois Margaret Alberti,3220801,HPS Realty,HPS1,(410) 938-1500,Christopher Joseph Trapani,3250975,Keller Williams Gateway LLC,KWGW1,(443) 318-8800,FHA,StandardSale,StandardSale,StandardSale,1522,2020,0.18,110,FeeSimple,No,No,No,,,,1953,72,702,,2,1,,One,Rancher,Main,,No,,No,,,5,Yes,No,No,StandardSale,BRIGHT,702,0,,,
MDHR244152,RES,Closed,15,15,3/5/20,3/19/20 0:00,4/23/20,4/23/20,"$220,000 ","$220,000 ","$215,000 ",4710,,Coralberry,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Shannon L Bowers,3046472,"American Premier Realty, LLC",KWAM1,(443) 512-0090,Patricia A Ogle,142540,"EXIT Preferred Realty, LLC",EPRL1,(410) 670-9100,Cash,StandardSale,StandardSale,StandardSale,2041,2020,0.07,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2006,19,1500,,3,3,1,Three,"Colonial,Traditional","Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,StandardSale,BRIGHT,1200,300,,,
MDHR244136,RES,Closed,68,68,3/3/20,5/19/20 0:00,6/22/20,6/4/20,"$325,000 ","$283,200 ","$249,367 ",1301,,Tralee,,Aberdeen,MD,21001,HARFORDMD,WEXFORD,Sherry M Price,3082479,"RealHome Services and Solutions, Inc.",RHOM1,(888) 876-3372,Sarah Lovelidge,3111715,ExecuHome Realty,EXER1,(443) 632-3000,Cash,"Auction,BankOwnedREO","Auction,BankOwnedREO","Auction,BankOwnedREO",3009,2020,0.16,110,FeeSimple,No,No,Yes,Annually,380,Annually,2004,21,2334,,4,2,1,Two,Colonial,"Main,Upper1",,Yes,2,,,,8,Yes,No,No,"Auction,BankOwnedREO",BRIGHT,2334,0,,,
MDHR243860,RES,Closed,53,53,3/1/20,4/20/20 0:00,6/8/20,5/19/20,"$54,900 ","$44,900 ","$40,000 ",1429,,Old Philadelphia,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Alison Evans,3224258,"American Premier Realty, LLC",KWAM1,(443) 512-0090,Stephen J Potorti,24443,ARS Real Estate Group,ARSR1,(410) 276-0055,Seller,StandardSale,StandardSale,StandardSale,1615,2020,1,110,FeeSimple,No,No,No,,,,1930,95,884,,3,1,,One,Bungalow,Main,,No,,,,,,No,No,No,StandardSale,BRIGHT,884,0,,,
MDHR244000,RES,Closed,15,15,2/28/20,3/17/20 0:00,4/9/20,4/9/20,"$290,000 ","$290,000 ","$285,000 ",4742,,Witchhazel,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Betsy E Counts,122772,"Long & Foster Real Estate, Inc.",LNG61,(410) 879-8080,Michelle L Delk,3004529,"Turnock Real Est. Services, Inc.",TURN1,(410) 644-8360,Cash,StandardSale,StandardSale,StandardSale,2626,2020,0.06,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2008,17,3022,,3,3,1,Two,Villa,"Lower1,Main,Upper1",,Yes,2,No,UpprFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,1922,1100,,,
MDHR243904,RES,Closed,5,5,2/26/20,3/1/20 0:00,4/22/20,4/21/20,"$239,900 ","$249,900 ","$247,500 ",4734,,Thistle Hill,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Melissa Barnes,3064436,Cummings & Co Realtors,CCRL8,(410) 823-0033,Catrena Webb,3269880,"American Premier Realty, LLC",KWAM1,(443) 512-0090,FHA,StandardSale,StandardSale,StandardSale,2402,2020,0.05,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2008,17,1620,,3,2,2,Two,Other,"Lower1,Main,Upper1",,Yes,1,,,,,Yes,No,No,StandardSale,BRIGHT,1320,300,,,
MDHR243806,RES,Closed,10,10,3/13/20,3/22/20 0:00,4/27/20,4/27/20,"$294,500 ","$294,500 ","$294,500 ",4762,,Witchhazel,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Cara Slagle,3092272,Coldwell Banker Realty,CBRB42,(410) 515-2000,Mary Ann Marshall,98961,Coldwell Banker Realty,CBRB2,(410) 931-9000,VA,StandardSale,StandardSale,StandardSale,2947,2020,0.06,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2008,17,2522,,4,3,1,Three,Villa,"Lower1,Main,Upper1",,Yes,2,,,,,Yes,No,No,StandardSale,BRIGHT,1922,600,,,
MDHR243906,RES,Closed,85,85,2/26/20,5/19/20 0:00,6/25/20,6/25/20,"$98,900 ","$89,900 ","$89,000 ",16,,New County,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Kimberly J Novak,82781,Star Realty Inc.,STARR1,(410) 702-4442,Christian LaPense,3274054,BHHS Fox & Roach-Christiana,61004,(302) 368-1621,Cash,BankOwnedREO,BankOwnedREO,BankOwnedREO,1953,2020,0.18,110,FeeSimple,No,No,No,,,,1917,108,1168,BelowAverage,3,2,,Three,Colonial,"Main,Upper1",,Yes,,No,,,,No,No,No,BankOwnedREO,BRIGHT,1168,0,BelowAverage,,0
MDHR243870,RES,Closed,20,20,2/26/20,3/15/20 0:00,4/6/20,3/31/20,"$75,000 ","$75,000 ","$68,500 ",13,,Aberdeen,,Aberdeen,MD,21001,HARFORDMD,SWAN MEADOWS,Robert D Kaetzel,26263,"Real Estate Professionals, Inc.",RELP1,(410) 918-9740,Steve R Kuzma,23797,"Weichert, Realtors - Diana Realty",WEID1,(410) 893-1200,Cash,StandardSale,StandardSale,StandardSale,1301,2020,0.13,110,FeeSimple,No,No,No,,,,1941,84,672,,2,1,,One,"Bungalow,Rancher",Main,,No,,,,,,No,No,No,StandardSale,BRIGHT,672,0,,,
MDHR243834,RES,Closed,36,147,2/24/20,3/30/20 0:00,5/16/20,5/15/20,"$180,900 ","$175,000 ","$173,000 ",726,,Custis,,Aberdeen,MD,21001,HARFORDMD,BRENTWOOD SQUARE,Amy Pletz,3097828,Cummings & Co. Realtors,CCRL6,(410) 823-0033,Emma Loiacono,3298563,Redfin Corp,REFC4,(410) 202-8454,FHA,StandardSale,StandardSale,StandardSale,2563,2020,0.05,110,FeeSimple,No,No,No,,,,1974,51,1765,VeryGood,3,1,1,Two,Colonial,"Main,Upper1",,Yes,,,,,,Yes,No,No,StandardSale,BRIGHT,1465,300,VeryGood,100,100
